Year,Datetime,Stage,Stadium,City,Home Team Name,Home Team Goals,Away Team Goals,Away Team Name,Win conditions,Attendance_x,Half-time Home Goals,Half-time Away Goals,Referee,Assistant 1,Assistant 2,RoundID,MatchID,Home Team Initials,Away Team Initials,Team Initials,Coach Name,Line-up,Shirt Number,Player Name,Position,Event,Country,Winner,Runners-Up,Third,Fourth,GoalsScored,QualifiedTeams,MatchesPlayed,Attendance_y
1930.0,13 Jul 1930 - 15:00 ,Group 4,Parque Central,Montevideo ,USA,3.0,0.0,Belgium, ,18346.0,2.0,0.0,MACIAS Jose (ARG),MATEUCCI Francisco (URU),WARNKEN Alberto (CHI),201.0,1090.0,USA,BEL,USA,MILLAR Bob (USA),S,0,Tom FLORIE,C,G45',Uruguay,Uruguay,Argentina,USA,Yugoslavia,70,13,18,590.549
1930.0,14 Jul 1930 - 12:45 ,Group 2,Parque Central,Montevideo ,Yugoslavia,2.0,1.0,Brazil, ,24059.0,2.0,0.0,TEJADA Anibal (URU),VALLARINO Ricardo (URU),BALWAY Thomas (FRA),201.0,1093.0,YUG,BRA,BRA,DE CARVALHO Pindaro (BRA),S,0,PREGUINHO,C,G62',Uruguay,Uruguay,Argentina,USA,Yugoslavia,70,13,18,590.549
1930.0,14 Jul 1930 - 14:50 ,Group 3,Pocitos,Montevideo ,Romania,3.0,1.0,Peru, ,2549.0,1.0,0.0,WARNKEN Alberto (CHI),LANGENUS Jean (BEL),MATEUCCI Francisco (URU),201.0,1098.0,ROU,PER,PER,BRU Francisco (ESP),S,0,Placido GALINDO,C,R70',Uruguay,Uruguay,Argentina,USA,Yugoslavia,70,13,18,590.549
1930.0,20 Jul 1930 - 13:00 ,Group 2,Estadio Centenario,Montevideo ,Brazil,4.0,0.0,Bolivia, ,25466.0,1.0,0.0,BALWAY Thomas (FRA),MATEUCCI Francisco (URU),VALLEJO Gaspar (MEX),201.0,1091.0,BRA,BOL,BRA,DE CARVALHO Pindaro (BRA),S,0,PREGUINHO,C,G67' G83',Uruguay,Uruguay,Argentina,USA,Yugoslavia,70,13,18,590.549
1930.0,20 Jul 1930 - 15:00 ,Group 4,Estadio Centenario,Montevideo ,Paraguay,1.0,0.0,Belgium, ,12000.0,1.0,0.0,VALLARINO Ricardo (URU),MACIAS Jose (ARG),LOMBARDI Domingo (URU),201.0,1089.0,PAR,BEL,PAR,DURAND LAGUNA Jose (ARG),S,0,Luis VARGAS PENA,C,G40',Uruguay,Uruguay,Argentina,USA,Yugoslavia,70,13,18,590.549
1930.0,22 Jul 1930 - 14:45 ,Group 1,Estadio Centenario,Montevideo ,Argentina,3.0,1.0,Chile, ,41459.0,2.0,1.0,LANGENUS Jean (BEL),CRISTOPHE Henry (BEL),SAUCEDO Ulises (BOL),201.0,1084.0,ARG,CHI,CHI,ORTH Gyorgy (HUN),S,0,Guillermo SUBIABRE,C,G15',Uruguay,Uruguay,Argentina,USA,Yugoslavia,70,13,18,590.549
1934.0,31 May 1934 - 16:30 ,Quarter-finals,Littorale,Bologna ,Austria,2.0,1.0,Hungary, ,23000.0,1.0,0.0,MATTEA Francesco (ITA),ESCARTIN Pedro (ESP),BIRLEM Alfred (GER),418.0,1106.0,AUT,HUN,AUT,MEISL Hugo (AUT),S,0,Johann HORVATH,C,G8',Italy,Italy,Czechoslovakia,Germany,Austria,70,16,17,363.000
1934.0,07 Jun 1934 - 18:00 ,Match for third place,Giorgio Ascarelli,Naples ,Germany,3.0,2.0,Austria, ,7000.0,3.0,1.0,CARRARO Albino (ITA),CAIRONI Camillo (ITA),ESCARTIN Pedro (ESP),3491.0,1105.0,GER,AUT,AUT,MEISL Hugo (AUT),S,0,Johann HORVATH,C,G28',Italy,Italy,Czechoslovakia,Germany,Austria,70,16,17,363.000
1938.0,05 Jun 1938 - 17:00 ,First round,Velodrome Municipale,Reims ,Hungary,6.0,0.0,Dutch East Indies, ,9000.0,4.0,0.0,CONRIE Roger (FRA),DE LA SALLE Charles (FRA),WEINGARTNER Karl (AUT),206.0,1173.0,HUN,INH,HUN,DIETZ Karoly (HUN),S,0,Gyorgy SAROSI,C,G28' G89',France,Italy,Hungary,Brazil,Sweden,84,15,18,375.700
1938.0,09 Jun 1938 - 18:00 ,First round,Stade Municipal,Toulouse ,Cuba,2.0,1.0,Romania, ,8000.0,0.0,1.0,BIRLEM Alfred (GER),CAPDEVILLE Pierre (FRA),MARENCO Paul (FRA),206.0,1157.0,CUB,ROU,ROU,BRAUN Coloman (ROU),S,0,Stefan DOBAY,C,G35',France,Italy,Hungary,Brazil,Sweden,84,15,18,375.700
1938.0,09 Jun 1938 - 18:00 ,First round,Stade Municipal,Toulouse ,Cuba,2.0,1.0,Romania, ,8000.0,0.0,1.0,BIRLEM Alfred (GER),CAPDEVILLE Pierre (FRA),MARENCO Paul (FRA),206.0,1157.0,CUB,ROU,CUB,TAPIA Jose (CUB),S,0,Tomas FERNANDEZ,C,G57',France,Italy,Hungary,Brazil,Sweden,84,15,18,375.700
1938.0,12 Jun 1938 - 17:00 ,Quarter-finals,Victor Boucquey,Lille ,Hungary,2.0,0.0,Switzerland, ,15000.0,1.0,0.0,BARLASSINA Rinaldo (ITA),BERANEK Alois (AUT),BOUTOURE D. (FRA),429.0,1175.0,HUN,SUI,HUN,DIETZ Karoly (HUN),S,0,Gyorgy SAROSI,C,G40',France,Italy,Hungary,Brazil,Sweden,84,15,18,375.700
1938.0,12 Jun 1938 - 17:00 ,Quarter-finals,Fort Carree,Antibes ,Sweden,8.0,0.0,Cuba, ,7000.0,4.0,0.0,KRIST Gustav (TCH),WEINGARTNER Karl (AUT),SDEZ Victor (FRA),429.0,1158.0,SWE,CUB,SWE,NAGY Joszef (HUN),S,0,Tore KELLER,C,G80',France,Italy,Hungary,Brazil,Sweden,84,15,18,375.700
1938.0,14 Jun 1938 - 18:00 ,Quarter-finals,Stade du Parc Lescure,Bordeaux ,Brazil,2.0,1.0,Czechoslovakia, ,18141.0,0.0,1.0,CAPDEVILLE Georges (FRA),MARENCO Paul (FRA),KISSENBERGER Ernest (FRA),429.0,1153.0,BRA,TCH,BRA,PIMENTA Ademar (BRA),S,0,LEONIDAS,C,G57',France,Italy,Hungary,Brazil,Sweden,84,15,18,375.700
1938.0,16 Jun 1938 - 18:00 ,Semi-finals,Parc des Princes,Paris ,Hungary,5.0,1.0,Sweden, ,20000.0,3.0,1.0,LECLERCQ Lucien (FRA),VAN MOORSEL Johannes (NED),SCARPI Giuseppe (ITA),3489.0,1176.0,HUN,SWE,HUN,DIETZ Karoly (HUN),S,0,Gyorgy SAROSI,C,G65',France,Italy,Hungary,Brazil,Sweden,84,15,18,375.700
1938.0,16 Jun 1938 - 18:00 ,Semi-finals,Stade V�lodrome,Marseilles ,Italy,2.0,1.0,Brazil, ,33000.0,0.0,0.0,WUETHRICH Hans (SUI),BERANEK Alois (AUT),MARENCO Paul (FRA),3489.0,1149.0,ITA,BRA,ITA,POZZO Vittorio (ITA),S,0,Giuseppe MEAZZA,C,P60',France,Italy,Hungary,Brazil,Sweden,84,15,18,375.700
1938.0,19 Jun 1938 - 17:00 ,Match for third place,Stade du Parc Lescure,Bordeaux ,Brazil,4.0,2.0,Sweden, ,12000.0,1.0,2.0,LANGENUS Jean (BEL),OLIVE D. (FRA),VALPREDE Ferdinand (FRA),3488.0,1151.0,BRA,SWE,BRA,PIMENTA Ademar (BRA),S,0,LEONIDAS,C,G63' G74',France,Italy,Hungary,Brazil,Sweden,84,15,18,375.700
1938.0,19 Jun 1938 - 17:00 ,Final,Stade Olympique,Colombes ,Italy,4.0,2.0,Hungary, ,45000.0,3.0,1.0,CAPDEVILLE Georges (FRA),WUETHRICH Hans (SUI),KRIST Gustav (TCH),3487.0,1174.0,ITA,HUN,HUN,DIETZ Karoly (HUN),S,0,Gyorgy SAROSI,C,G70',France,Italy,Hungary,Brazil,Sweden,84,15,18,375.700
1950.0,25 Jun 1950 - 15:00 ,Group 3,Pacaembu,Sao Paulo ,Sweden,3.0,2.0,Italy, ,36502.0,2.0,1.0,LUTZ Jean (SUI),BERANEK Alois (AUT),TEJADA Carlos (MEX),208.0,1219.0,SWE,ITA,ITA,NOVO Ferruccio (ITA),S,0,Riccardo CARAPELLESE,C,G7',Brazil,Uruguay,Brazil,Sweden,Spain,88,13,22,1.045.246
1950.0,25 Jun 1950 - 15:00 ,Group 1,Independencia,Belo Horizonte ,Yugoslavia,3.0,0.0,Switzerland, ,7336.0,0.0,0.0,GALEATI Giovanni (ITA),EKLIND Ivan (SWE),DATTILO Generoso (ITA),208.0,1230.0,YUG,SUI,YUG,ARSENIJEVIC Milorad (YUG),S,0,Rajko MITIC,C,G59',Brazil,Uruguay,Brazil,Sweden,Spain,88,13,22,1.045.246
1950.0,29 Jun 1950 - 15:30 ,Group 3,Durival de Brito,Curitiba ,Sweden,2.0,2.0,Paraguay, ,7903.0,2.0,1.0,MITCHELL Robert (SCO),LEMESIC Leo (YUG),GARCIA Prudencio (USA),208.0,1228.0,SWE,PAR,PAR,FLEITAS SOLICH Manuel (PAR),S,0,Cesar LOPEZ FRETES,C,G35',Brazil,Uruguay,Brazil,Sweden,Spain,88,13,22,1.045.246
1950.0,02 Jul 1950 - 15:00 ,Group 3,Pacaembu,Sao Paulo ,Italy,2.0,0.0,Paraguay, ,25811.0,1.0,0.0,ELLIS Arthur (ENG),GARCIA Prudencio (USA),DE LA SALLE Charles (FRA),208.0,1218.0,ITA,PAR,ITA,NOVO Ferruccio (ITA),S,0,Riccardo CARAPELLESE,C,G12',Brazil,Uruguay,Brazil,Sweden,Spain,88,13,22,1.045.246
1950.0,02 Jul 1950 - 15:40 ,Group 1,Eucaliptos,Porto Alegre ,Switzerland,2.0,1.0,Mexico, ,3580.0,2.0,0.0,EKLIND Ivan (SWE),DAHLNER Gunnar (SWE),BUSTAMANTE Sergio (CHI),208.0,1222.0,SUI,MEX,MEX,VIAL Octavio (MEX),S,0,Horacio CASARIN,C,G89',Brazil,Uruguay,Brazil,Sweden,Spain,88,13,22,1.045.246
1950.0,09 Jul 1950 - 15:00 ,Group 6,Pacaembu,Sao Paulo ,Uruguay,2.0,2.0,Spain, ,44802.0,1.0,2.0,GRIFFITHS Benjamin (WAL),DATTILO Generoso (ITA),ALVAREZ Alfredo (BOL),209.0,1207.0,URU,ESP,URU,LOPEZ Juan (URU),S,0,Obdulio VARELA,C,G73',Brazil,Uruguay,Brazil,Sweden,Spain,88,13,22,1.045.246
1950.0,16 Jul 1950 - 15:00 ,Group 6,Pacaembu,Sao Paulo ,Sweden,3.0,1.0,Spain, ,11227.0,2.0,0.0,VAN DER MEER Karel (NED),LUTZ Jean (SUI),GARCIA Prudencio (USA),209.0,1206.0,SWE,ESP,ESP,EIZAGUIRRE Guillermo (ESP),S,0,ZARRA,C,G82',Brazil,Uruguay,Brazil,Sweden,Spain,88,13,22,1.045.246
1954.0,17 Jun 1954 - 18:00 ,Group 2,Hardturm,Zurich ,Hungary,9.0,0.0,Korea Republic, ,13000.0,4.0,0.0,VINCENTI Raymond (FRA),VON GUNTER Albert (SUI),STEINER Carl (AUT),211.0,1294.0,HUN,KOR,HUN,SEBES Gusztav (HUN),S,10,Ferenc PUSKAS,C,G12' G89',Switzerland,Germany FR,Hungary,Austria,Uruguay,140,16,26,768.607
1954.0,17 Jun 1954 - 17:50 ,Group 4,La Pontaise,Lausanne ,Switzerland,2.0,1.0,Italy, ,43000.0,1.0,1.0,VIANA Mario (BRA),ASENSI Manuel (ESP),MARINO Esteban (URU),211.0,1300.0,SUI,ITA,ITA,CZEIZLER Lajos (HUN),S,19,Giampiero BONIPERTI,C,G44',Switzerland,Germany FR,Hungary,Austria,Uruguay,140,16,26,768.607
1954.0,20 Jun 1954 - 16:50 ,Group 2,St. Jakob,Basel ,Hungary,8.0,3.0,Germany FR, ,56000.0,3.0,1.0,LING William (ENG),SCHICKER Werner (SUI),GRIFFITHS Benjamin (WAL),211.0,1277.0,HUN,FRG,HUN,SEBES Gusztav (HUN),S,10,Ferenc PUSKAS,C,G17',Switzerland,Germany FR,Hungary,Austria,Uruguay,140,16,26,768.607
1954.0,20 Jun 1954 - 17:00 ,Group 4,Comunale di Cornaredo,Lugano ,Italy,4.0,1.0,Belgium, ,24000.0,1.0,0.0,STEINER Carl (AUT),VINCENTI Raymond (FRA),SCHMETZER Emil (FRG),211.0,1243.0,ITA,BEL,ITA,CZEIZLER Lajos (HUN),S,8,Egisto PANDOLFINI,C,P41',Switzerland,Germany FR,Hungary,Austria,Uruguay,140,16,26,768.607
1954.0,23 Jun 1954 - 18:00 ,Group 2,Hardturm,Zurich ,Germany FR,7.0,2.0,Turkey, ,17000.0,3.0,1.0,VINCENTI Raymond (FRA),FAULTLESS Charlie (SCO),DOERFLINGER Ernst (SUI),211.0,1284.0,FRG,TUR,TUR,PUPPO Sandro (ITA),S,11,Lefter KUCUKANDONYADIS,C,G82',Switzerland,Germany FR,Hungary,Austria,Uruguay,140,16,26,768.607
1954.0,23 Jun 1954 - 18:00 ,Group 2,Hardturm,Zurich ,Germany FR,7.0,2.0,Turkey, ,17000.0,3.0,1.0,VINCENTI Raymond (FRA),FAULTLESS Charlie (SCO),DOERFLINGER Ernst (SUI),211.0,1284.0,FRG,TUR,FRG,HERBERGER Sepp (FRG),S,16,Fritz WALTER,C,G62',Switzerland,Germany FR,Hungary,Austria,Uruguay,140,16,26,768.607
1954.0,26 Jun 1954 - 17:00 ,Quarter-finals,St. Jakob,Basel ,Uruguay,4.0,2.0,England, ,28000.0,2.0,1.0,STEINER Carl (AUT),STEFANOVIC Vasa (YUG),ORLANDINI Vincenzo (ITA),212.0,1264.0,URU,ENG,URU,LOPEZ Juan (URU),S,5,Obdulio VARELA,C,G39',Switzerland,Germany FR,Hungary,Austria,Uruguay,140,16,26,768.607
1954.0,26 Jun 1954 - 17:00 ,Quarter-finals,La Pontaise,Lausanne ,Austria,7.0,5.0,Switzerland, ,35000.0,5.0,4.0,FAULTLESS Charlie (SCO),ASENSI Manuel (ESP),SCHMETZER Emil (FRG),212.0,1237.0,AUT,SUI,AUT,NAUSCH Walter (AUT),S,5,Ernst OCWIRK,C,G32',Switzerland,Germany FR,Hungary,Austria,Uruguay,140,16,26,768.607
1954.0,27 Jun 1954 - 17:00 ,Quarter-finals,Wankdorf Stadium,Berne ,Hungary,4.0,2.0,Brazil, ,40000.0,2.0,1.0,ELLIS Arthur (ENG),LING William (ENG),WYSSLING Paul (SUI),212.0,1248.0,HUN,BRA,HUN,SEBES Gusztav (HUN),S,5,Jozsef BOZSIK,C,R71',Switzerland,Germany FR,Hungary,Austria,Uruguay,140,16,26,768.607
1954.0,30 Jun 1954 - 18:00 ,Semi-finals,St. Jakob,Basel ,Germany FR,6.0,1.0,Austria, ,58000.0,1.0,0.0,ORLANDINI Vincenzo (ITA),ELLIS Arthur (ENG),BUCHMUELLER Fritz (SUI),462.0,1233.0,FRG,AUT,FRG,HERBERGER Sepp (FRG),S,16,Fritz WALTER,C,P54' P64',Switzerland,Germany FR,Hungary,Austria,Uruguay,140,16,26,768.607
1954.0,03 Jul 1954 - 17:00 ,Match for third place,Hardturm,Zurich ,Austria,3.0,1.0,Uruguay, ,32000.0,1.0,1.0,WYSSLING Paul (SUI),ZSOLT Istvan (HUN),ELLIS Arthur (ENG),3485.0,1239.0,AUT,URU,AUT,NAUSCH Walter (AUT),S,5,Ernst OCWIRK,C,G79',Switzerland,Germany FR,Hungary,Austria,Uruguay,140,16,26,768.607
1954.0,04 Jul 1954 - 17:00 ,Final,Wankdorf Stadium,Berne ,Germany FR,3.0,2.0,Hungary, ,62500.0,2.0,2.0,LING William (ENG),ORLANDINI Vincenzo (ITA),GRIFFITHS Benjamin (WAL),3484.0,1278.0,FRG,HUN,HUN,SEBES Gusztav (HUN),S,10,Ferenc PUSKAS,C,G6',Switzerland,Germany FR,Hungary,Austria,Uruguay,140,16,26,768.607
1958.0,08 Jun 1958 - 14:00 ,Group 3,Rasunda Stadium,Solna ,Sweden,3.0,0.0,Mexico, ,34107.0,1.0,0.0,LATYCHEV Nikolaj (URS),MOWAT Jack (SCO),ERIKSSON Arne (FIN),220.0,1415.0,SWE,MEX,SWE,RAYNOR George (ENG),S,4,Nils LIEDHOLM,C,P57',Sweden,Brazil,Sweden,France,Germany FR,126,16,35,819.810
1958.0,08 Jun 1958 - 19:00 ,Group 4,Nya Ullevi,Gothenburg ,Soviet Union,2.0,2.0,England, ,49348.0,1.0,0.0,ZSOLT Istvan (HUN),NILSEN Birger (NOR),JORGENSEN Carl Frederik (DEN),220.0,1372.0,URS,ENG,URS,KACHALIN Gavril (URS),S,9,Nikita SIMONYAN,C,G13',Sweden,Brazil,Sweden,France,Germany FR,126,16,35,819.810
1958.0,11 Jun 1958 - 19:00 ,Group 2,Idrottsparken,Norrk�Ping ,Paraguay,3.0,2.0,Scotland, ,11665.0,2.0,1.0,ORLANDINI Vincenzo (ITA),GARDEAZABAL Juan (ESP),ANDREN Bengt (SWE),220.0,1423.0,PAR,SCO,PAR,GONZALEZ Aurelio (PAR),S,7,Juan AGUERO,C,G4',Sweden,Brazil,Sweden,France,Germany FR,126,16,35,819.810
1958.0,11 Jun 1958 - 19:00 ,Group 1,Olympia Stadium,Helsingborg ,Germany FR,2.0,2.0,Czechoslovakia, ,25000.0,0.0,2.0,ELLIS Arthur (ENG),LEAFE Reginald (ENG),SEIPELT Fritz (AUT),220.0,1391.0,FRG,TCH,FRG,HERBERGER Sepp (FRG),S,11,Hans SCHAEFER,C,G59',Sweden,Brazil,Sweden,France,Germany FR,126,16,35,819.810
1958.0,15 Jun 1958 - 19:00 ,Group 2,Tunavallen,Eskilstuna ,Paraguay,3.0,3.0,Yugoslavia, ,13103.0,1.0,2.0,MACKO Martin (TCH),GRIFFITHS Benjamin (WAL),GARDEAZABAL Juan (ESP),220.0,1426.0,PAR,YUG,PAR,GONZALEZ Aurelio (PAR),S,7,Juan AGUERO,C,G49',Sweden,Brazil,Sweden,France,Germany FR,126,16,35,819.810
1958.0,24 Jun 1958 - 19:00 ,Semi-finals,Nya Ullevi,Gothenburg ,Sweden,3.0,1.0,Germany FR, ,49471.0,1.0,1.0,ZSOLT Istvan (HUN),SEIPELT Fritz (AUT),ELLIS Arthur (ENG),488.0,1390.0,SWE,FRG,FRG,HERBERGER Sepp (FRG),S,11,Hans SCHAEFER,C,G24',Sweden,Brazil,Sweden,France,Germany FR,126,16,35,819.810
1958.0,28 Jun 1958 - 17:00 ,Match for third place,Nya Ullevi,Gothenburg ,France,6.0,3.0,Germany FR, ,32483.0,3.0,1.0,BROZZI Juan (ARG),ELLIS Arthur (ENG),LUNDELL Bengt (SWE),3483.0,1382.0,FRA,FRG,FRG,HERBERGER Sepp (FRG),S,11,Hans SCHAEFER,C,G84',Sweden,Brazil,Sweden,France,Germany FR,126,16,35,819.810
1958.0,29 Jun 1958 - 15:00 ,Final,Rasunda Stadium,Solna ,Brazil,5.0,2.0,Sweden, ,49737.0,2.0,1.0,GUIGUE Maurice (FRA),DUSCH Albert (GER),GARDEAZABAL Juan (ESP),3482.0,1343.0,BRA,SWE,SWE,RAYNOR George (ENG),S,4,Nils LIEDHOLM,C,G4',Sweden,Brazil,Sweden,France,Germany FR,126,16,35,819.810
1962.0,30 May 1962 - 15:00 ,Group 1,Carlos Dittborn,Arica ,Uruguay,2.0,1.0,Colombia, ,7908.0,0.0,1.0,DOROGI Andor (HUN),ETZEL FILHO Joao (BRA),GALBA Karol (TCH),231.0,1479.0,URU,COL,COL,PEDERNERA Adolfo (ARG),S,3,Francisco ZULUAGA,C,P19',Chile,Brazil,Czechoslovakia,Chile,Yugoslavia,89,16,32,893.172
1962.0,30 May 1962 - 15:00 ,Group 4,Estadio El Teniente-Codelco,Rancagua ,Argentina,1.0,0.0,Bulgaria, ,7134.0,1.0,0.0,GARDEAZABAL Juan (ESP),BUERGO Fernando (MEX),MORGAN Raymond (CAN),231.0,1447.0,ARG,BUL,ARG,LORENZO Juan Carlos (ARG),S,15,Ruben NAVARRO,C,Y1',Chile,Brazil,Czechoslovakia,Chile,Yugoslavia,89,16,32,893.172
1962.0,02 Jun 1962 - 15:00 ,Group 1,Carlos Dittborn,Arica ,Yugoslavia,3.0,1.0,Uruguay, ,8829.0,2.0,1.0,GALBA Karol (TCH),DUSCH Albert (GER),JONNI Cesare (ITA),231.0,1564.0,YUG,URU,YUG,LOVRIC Ljubomir (YUG),S,10,Milan GALIC,C,G29',Chile,Brazil,Czechoslovakia,Chile,Yugoslavia,89,16,32,893.172
1962.0,07 Jun 1962 - 15:00 ,Group 1,Carlos Dittborn,Arica ,Yugoslavia,5.0,0.0,Colombia, ,7167.0,2.0,0.0,ROBLES Carlos (CHI),JONNI Cesare (ITA),GALBA Karol (TCH),231.0,1480.0,YUG,COL,YUG,LOVRIC Ljubomir (YUG),S,10,Milan GALIC,C,G20' G61',Chile,Brazil,Czechoslovakia,Chile,Yugoslavia,89,16,32,893.172
1962.0,13 Jun 1962 - 14:30 ,Semi-finals,Nacional,Santiago De Chile ,Brazil,4.0,2.0,Chile, ,76594.0,2.0,1.0,YAMASAKI MALDONADO Arturo (MEX),MARINO Esteban (URU),VENTRE Luis Antonio (ARG),514.0,1458.0,BRA,CHI,CHI,RIERA Fernando (CHI),S,8,Jorge TORO,C,G42',Chile,Brazil,Czechoslovakia,Chile,Yugoslavia,89,16,32,893.172
1966.0,15 Jul 1966 - 19:30 ,Group 4,Ayresome Park,Middlesbrough ,Korea DPR,1.0,1.0,Chile, ,13792.0,0.0,1.0,KANDIL Aly Hussein (EGY),CRAWFORD William (SCO),FINNEY Jim (ENG),238.0,1609.0,PRK,CHI,PRK,MYUNG Rye Hyun (PRK),S,8,PAK Seung Zin,C,G88',England,England,Germany FR,Portugal,Soviet Union,89,16,32,1.563.135
1966.0,20 Jul 1966 - 19:30 ,Group 2,Villa Park,Birmingham ,Germany FR,2.0,1.0,Spain, ,42187.0,1.0,1.0,MARQUES Armando (BRA),VICUNA Claudio (CHI),CHOI Duk Ryong (PRK),238.0,1637.0,FRG,ESP,FRG,SCHOEN Helmut (FRG),S,9,Uwe SEELER,C,G84',England,England,Germany FR,Portugal,Soviet Union,89,16,32,1.563.135
1966.0,23 Jul 1966 - 15:00 ,Quarter-finals,Wembley Stadium,London ,England,1.0,0.0,Argentina, ,90584.0,0.0,0.0,KREITLEIN Rudolf (GER),DIENST Gottfried (SUI),ZSOLT Istvan (HUN),239.0,1577.0,ENG,ARG,ARG,LORENZO Juan Carlos (ARG),S,10,Antonio RATTIN,C,Y1' R35',England,England,Germany FR,Portugal,Soviet Union,89,16,32,1.563.135
1966.0,23 Jul 1966 - 15:00 ,Quarter-finals,Hillsborough,Sheffield ,Germany FR,4.0,0.0,Uruguay, ,40007.0,1.0,0.0,FINNEY Jim (ENG),KANDIL Aly Hussein (EGY),PHILLIPS Hugh (SCO),239.0,1660.0,FRG,URU,URU,VIERA Ondino (URU),S,2,Horacio TROCHE,C,R49',England,England,Germany FR,Portugal,Soviet Union,89,16,32,1.563.135
1966.0,23 Jul 1966 - 15:00 ,Quarter-finals,Hillsborough,Sheffield ,Germany FR,4.0,0.0,Uruguay, ,40007.0,1.0,0.0,FINNEY Jim (ENG),KANDIL Aly Hussein (EGY),PHILLIPS Hugh (SCO),239.0,1660.0,FRG,URU,FRG,SCHOEN Helmut (FRG),S,9,Uwe SEELER,C,G75',England,England,Germany FR,Portugal,Soviet Union,89,16,32,1.563.135
1966.0,23 Jul 1966 - 15:00 ,Quarter-finals,Goodison Park,Liverpool ,Portugal,5.0,3.0,Korea DPR, ,40248.0,2.0,3.0,ASHKENAZI Menachem (ISR),GALBA Karol (TCH),SCHWINTE Pierre (FRA),239.0,1702.0,POR,PRK,POR,GLORIA Otto (BRA),S,10,MARIO COLUNA,C,Y1',England,England,Germany FR,Portugal,Soviet Union,89,16,32,1.563.135
1966.0,23 Jul 1966 - 15:00 ,Quarter-finals,Goodison Park,Liverpool ,Portugal,5.0,3.0,Korea DPR, ,40248.0,2.0,3.0,ASHKENAZI Menachem (ISR),GALBA Karol (TCH),SCHWINTE Pierre (FRA),239.0,1702.0,POR,PRK,PRK,MYUNG Rye Hyun (PRK),S,8,PAK Seung Zin,C,G1',England,England,Germany FR,Portugal,Soviet Union,89,16,32,1.563.135
1970.0,31 May 1970 - 12:00 ,Group 1,Estadio Azteca,Mexico City ,Mexico,0.0,0.0,Soviet Union, ,107160.0,0.0,0.0,TSCHENSCHER Kurt (GER),DUNSTAN Keith (BER),TAYLOR John (ENG),250.0,1902.0,MEX,URS,MEX,CARDENAS Raul (MEX),S,3,Gustavo PENA,C,Y1',Mexico,Brazil,Italy,Germany FR,Uruguay,95,16,32,1.603.975
1970.0,02 Jun 1970 - 16:00 ,Group 2,Cuauhtemoc,Puebla ,Uruguay,2.0,0.0,Israel, ,20654.0,1.0,0.0,DAVIDSON Bob (SCO),SCHEURER Ruedi (SUI),TAREKEGN Seyoum (ETH),250.0,1881.0,URU,ISR,URU,HOHBERG Juan (URU),S,8,Pedro ROCHA,C,O12',Mexico,Brazil,Italy,Germany FR,Uruguay,95,16,32,1.603.975
1970.0,02 Jun 1970 - 16:00 ,Group 4,Nou Camp - Estadio Le�n,Leon ,Peru,3.0,2.0,Bulgaria, ,13765.0,0.0,1.0,SBARDELLA Antonio (ITA),AGUILAR ELIZALDE Abel (MEX),MARUYAMA Yoshiyuki (JPN),250.0,1780.0,PER,BUL,PER,DIDI (BRA),S,4,Hector CHUMPITAZ,C,G55',Mexico,Brazil,Italy,Germany FR,Uruguay,95,16,32,1.603.975
1970.0,03 Jun 1970 - 16:00 ,Group 4,Nou Camp - Estadio Le�n,Leon ,Germany FR,2.0,1.0,Morocco, ,12942.0,0.0,1.0,VAN RAVENS Laurens (NED),ORTIZ DE MENDIBIL Jose Maria (ESP),VELASQUEZ Guillermo (COL),250.0,1839.0,FRG,MAR,FRG,SCHOEN Helmut (FRG),S,9,Uwe SEELER,C,G56',Mexico,Brazil,Italy,Germany FR,Uruguay,95,16,32,1.603.975
1970.0,03 Jun 1970 - 16:00 ,Group 4,Nou Camp - Estadio Le�n,Leon ,Germany FR,2.0,1.0,Morocco, ,12942.0,0.0,1.0,VAN RAVENS Laurens (NED),ORTIZ DE MENDIBIL Jose Maria (ESP),VELASQUEZ Guillermo (COL),250.0,1839.0,FRG,MAR,MAR,VIDINIC Blagoje (YUG),S,8,Driss BAMOUS,C,O72',Mexico,Brazil,Italy,Germany FR,Uruguay,95,16,32,1.603.975
1970.0,03 Jun 1970 - 16:00 ,Group 3,Jalisco,Guadalajara ,Brazil,4.0,1.0,Czechoslovakia, ,52897.0,1.0,1.0,BARRETO RUIZ Ramon (URU),KLEIN Abraham (ISR),YAMASAKI MALDONADO Arturo (MEX),250.0,1770.0,BRA,TCH,TCH,MARKO Jozef (TCH),S,5,Alexander HORVATH,C,Y1',Mexico,Brazil,Italy,Germany FR,Uruguay,95,16,32,1.603.975
1970.0,06 Jun 1970 - 16:00 ,Group 3,Jalisco,Guadalajara ,Romania,2.0,1.0,Czechoslovakia, ,56818.0,0.0,1.0,DE LEO Diego (MEX),EMSBERGER Gyula (HUN),LORAUX Vital (BEL),250.0,1919.0,ROU,TCH,ROU,NICULESCU Angelo (ROU),S,11,Mircea LUCESCU,C,O69',Mexico,Brazil,Italy,Germany FR,Uruguay,95,16,32,1.603.975
