Year,Datetime,Stage,Stadium,City,Home Team Name,Home Team Goals,Away Team Goals,Away Team Name,Win conditions,Attendance_x,Half-time Home Goals,Half-time Away Goals,Referee,Assistant 1,Assistant 2,RoundID,MatchID,Home Team Initials,Away Team Initials,Team Initials,Coach Name,Line-up,Shirt Number,Player Name,Position,Event,Country,Winner,Runners-Up,Third,Fourth,GoalsScored,QualifiedTeams,MatchesPlayed,Attendance_y
1998.0,25 Jun 1998 - 21:00 ,Group F,La Beaujoire,Nantes ,USA,0.0,1.0,Yugoslavia, ,35500.0,0.0,1.0,EL GHANDOUR Gamal (EGY),SALIE Achmat (RSA),WARREN Mark (ENG),1014.0,8768.0,USA,YUG,USA,SAMPSON Steve (USA),S,5,Thomas DOOLEY,C,O81',France,France,Brazil,Croatia,Netherlands,171,32,64,2.785.100
1998.0,25 Jun 1998 - 21:00 ,Group F,La Beaujoire,Nantes ,USA,0.0,1.0,Yugoslavia, ,35500.0,0.0,1.0,EL GHANDOUR Gamal (EGY),SALIE Achmat (RSA),WARREN Mark (ENG),1014.0,8768.0,USA,YUG,YUG,SANTRAC Slobodan (SRB),S,10,Dragan STOJKOVIC,C,O62',France,France,Brazil,Croatia,Netherlands,171,32,64,2.785.100
1998.0,26 Jun 1998 - 16:00 ,Group H,Stade du Parc Lescure,Bordeaux ,Argentina,1.0,0.0,Croatia, ,31800.0,1.0,0.0,BELQOLA Said (MAR),SOLDATOS Aristidis Chris (RSA),MANSRI Mohamed (TUN),1014.0,8772.0,ARG,CRO,CRO,BLAZEVIC Miroslav (BIH),S,10,Zvonimir BOBAN,C,Y47',France,France,Brazil,Croatia,Netherlands,171,32,64,2.785.100
1998.0,26 Jun 1998 - 21:00 ,Group G,Stade Felix Bollaert,Lens ,Colombia,0.0,2.0,England, ,38100.0,0.0,2.0,BRIZIO CARTER Arturo (MEX),RAUSIS Laurent (SUI),SALINAS Reynaldo (HON),1014.0,8770.0,COL,ENG,ENG,HODDLE Glenn (ENG),S,9,Alan SHEARER,C,Y89',France,France,Brazil,Croatia,Netherlands,171,32,64,2.785.100
1998.0,27 Jun 1998 - 16:30 ,Round of 16,Stade V�lodrome,Marseilles ,Italy,1.0,0.0,Norway, ,55000.0,1.0,0.0,HEYNEMANN Bernd (GER),SCHNEIDER Erich (GER),VAN DEN BROECK Marc (BEL),1024.0,8774.0,ITA,NOR,ITA,MALDINI Cesare (ITA),S,3,Paolo MALDINI,C,Y89',France,France,Brazil,Croatia,Netherlands,171,32,64,2.785.100
1998.0,27 Jun 1998 - 21:00 ,Round of 16,Parc des Princes,Paris ,Brazil,4.0,1.0,Chile, ,45500.0,3.0,0.0,BATTA Marc (FRA),POUDEVIGNE Jacques (FRA),POWELL Owen (JAM),1024.0,8773.0,BRA,CHI,CHI,ACOSTA Nelson (URU),S,1,Nelson TAPIA,GK,Y45',France,France,Brazil,Croatia,Netherlands,171,32,64,2.785.100
1998.0,28 Jun 1998 - 16:30 ,Round of 16,Stade Felix Bollaert,Lens ,France,1.0,0.0,Paraguay,France win after extra time ,31800.0,0.0,0.0,BUJSAIM Ali (UAE),WICKRAMATUNGA Nimal (SRI),FRED Lencie (VAN),1024.0,8776.0,FRA,PAR,PAR,CARPEGIANI (BRA),S,1,CHILAVERT,GKC,Y19',France,France,Brazil,Croatia,Netherlands,171,32,64,2.785.100
1998.0,28 Jun 1998 - 21:00 ,Round of 16,Stade de France,Saint-Denis ,Nigeria,1.0,4.0,Denmark, ,77000.0,0.0,2.0,MEIER Urs (SUI),GHADANFARI Hussain (KUW),TRESACO GRACIA Fernando (ESP),1024.0,8775.0,NGA,DEN,DEN,JOHANSSON Bo (SWE),S,10,LAUDRUP M.,C,O82',France,France,Brazil,Croatia,Netherlands,171,32,64,2.785.100
1998.0,29 Jun 1998 - 16:30 ,Round of 16,La Mosson,Montpellier ,Germany,2.0,1.0,Mexico, ,29800.0,0.0,0.0,MELO PEREIRA Vitor (POR),MANSRI Mohamed (TUN),SALIE Achmat (RSA),1024.0,8777.0,GER,MEX,MEX,LAPUENTE Manuel (MEX),S,8,Alberto GARCIA ASPE,C,O86',France,France,Brazil,Croatia,Netherlands,171,32,64,2.785.100
1998.0,29 Jun 1998 - 16:30 ,Round of 16,La Mosson,Montpellier ,Germany,2.0,1.0,Mexico, ,29800.0,0.0,0.0,MELO PEREIRA Vitor (POR),MANSRI Mohamed (TUN),SALIE Achmat (RSA),1024.0,8777.0,GER,MEX,GER,VOGTS Berti (GER),S,18,Juergen KLINSMANN,C,G74',France,France,Brazil,Croatia,Netherlands,171,32,64,2.785.100
1998.0,29 Jun 1998 - 21:00 ,Round of 16,Stade Municipal,Toulouse ,Netherlands,2.0,1.0,Yugoslavia, ,33500.0,1.0,0.0,GARCIA ARANDA Jose Maria (ESP),RAUSIS Laurent (SUI),GRIGORESCU Nicolae (ROU),1024.0,8778.0,NED,YUG,YUG,SANTRAC Slobodan (SRB),S,10,Dragan STOJKOVIC,C,Y38' O56',France,France,Brazil,Croatia,Netherlands,171,32,64,2.785.100
1998.0,30 Jun 1998 - 16:30 ,Round of 16,Stade du Parc Lescure,Bordeaux ,Romania,0.0,1.0,Croatia, ,31800.0,0.0,1.0,CASTRILLI Javier (ARG),ROSSI Claudio (ARG),PINTO Arnaldo (BRA),1024.0,8780.0,ROU,CRO,CRO,BLAZEVIC Miroslav (BIH),S,10,Zvonimir BOBAN,C,Y27',France,France,Brazil,Croatia,Netherlands,171,32,64,2.785.100
1998.0,30 Jun 1998 - 16:30 ,Round of 16,Stade du Parc Lescure,Bordeaux ,Romania,0.0,1.0,Croatia, ,31800.0,0.0,1.0,CASTRILLI Javier (ARG),ROSSI Claudio (ARG),PINTO Arnaldo (BRA),1024.0,8780.0,ROU,CRO,ROU,IORDANESCU Anghel (ROU),S,10,Gheorghe HAGI,C,O56',France,France,Brazil,Croatia,Netherlands,171,32,64,2.785.100
1998.0,30 Jun 1998 - 21:00 ,Round of 16,Stade Geoffroy Guichard,Saint-Etienne ,Argentina,2.0,2.0,England,Argentina win on penalties (4 - 3) ,30600.0,0.0,0.0,NIELSEN Kim Milton (DEN),ABDUL HAMID Halim (MAS),AL MUSAWI Mohamed (OMA),1024.0,8779.0,ARG,ENG,ARG,PASSARELLA Daniel (ARG),S,1,Carlos ROA,GK,Y110',France,France,Brazil,Croatia,Netherlands,171,32,64,2.785.100
1998.0,30 Jun 1998 - 21:00 ,Round of 16,Stade Geoffroy Guichard,Saint-Etienne ,Argentina,2.0,2.0,England,Argentina win on penalties (4 - 3) ,30600.0,0.0,0.0,NIELSEN Kim Milton (DEN),ABDUL HAMID Halim (MAS),AL MUSAWI Mohamed (OMA),1024.0,8779.0,ARG,ENG,ENG,HODDLE Glenn (ENG),S,1,David SEAMAN,GK,Y5',France,France,Brazil,Croatia,Netherlands,171,32,64,2.785.100
1998.0,30 Jun 1998 - 21:00 ,Round of 16,Stade Geoffroy Guichard,Saint-Etienne ,Argentina,2.0,2.0,England,Argentina win on penalties (4 - 3) ,30600.0,0.0,0.0,NIELSEN Kim Milton (DEN),ABDUL HAMID Halim (MAS),AL MUSAWI Mohamed (OMA),1024.0,8779.0,ARG,ENG,ARG,PASSARELLA Daniel (ARG),S,8,Diego SIMEONE,C,I91' Y47',France,France,Brazil,Croatia,Netherlands,171,32,64,2.785.100
1998.0,30 Jun 1998 - 21:00 ,Round of 16,Stade Geoffroy Guichard,Saint-Etienne ,Argentina,2.0,2.0,England,Argentina win on penalties (4 - 3) ,30600.0,0.0,0.0,NIELSEN Kim Milton (DEN),ABDUL HAMID Halim (MAS),AL MUSAWI Mohamed (OMA),1024.0,8779.0,ARG,ENG,ENG,HODDLE Glenn (ENG),S,9,Alan SHEARER,C,P9',France,France,Brazil,Croatia,Netherlands,171,32,64,2.785.100
1998.0,03 Jul 1998 - 16:30 ,Quarter-finals,Stade de France,Saint-Denis ,Italy,0.0,0.0,France,France win on penalties (3 - 4) ,77000.0,0.0,0.0,DALLAS Hugh (SCO),WARREN Mark (ENG),GRIGORESCU Nicolae (ROU),1025.0,8781.0,ITA,FRA,FRA,JACQUET Aime (FRA),S,7,Didier DESCHAMPS,C,Y62',France,France,Brazil,Croatia,Netherlands,171,32,64,2.785.100
1998.0,08 Jul 1998 - 21:00 ,Semi-finals,Stade de France,Saint-Denis ,France,2.0,1.0,Croatia, ,76000.0,0.0,0.0,GARCIA ARANDA Jose Maria (ESP),TRESACO GRACIA Fernando (ESP),DIAZ GALVEZ Jorge (CHI),1026.0,8786.0,FRA,CRO,CRO,BLAZEVIC Miroslav (BIH),S,10,Zvonimir BOBAN,C,O63',France,France,Brazil,Croatia,Netherlands,171,32,64,2.785.100
1998.0,11 Jul 1998 - 21:00 ,Match for third place,Parc des Princes,Paris ,Netherlands,1.0,2.0,Croatia, ,45500.0,1.0,2.0,GONZALEZ CHAVEZ Epifanio (PAR),ZAMMIT Emanuel (MLT),FRED Lencie (VAN),1028.0,8787.0,NED,CRO,CRO,BLAZEVIC Miroslav (BIH),S,10,Zvonimir BOBAN,C,O86',France,France,Brazil,Croatia,Netherlands,171,32,64,2.785.100
1998.0,12 Jul 1998 - 21:00 ,Final,Stade de France,Saint-Denis ,Brazil,0.0,3.0,France, ,80000.0,0.0,2.0,BELQOLA Said (MAR),WARREN Mark (ENG),SALIE Achmat (RSA),1027.0,8788.0,BRA,FRA,FRA,JACQUET Aime (FRA),S,7,Didier DESCHAMPS,C,Y39',France,France,Brazil,Croatia,Netherlands,171,32,64,2.785.100
2002.0,31 May 2002 - 20:30 ,Group A,Seoul World Cup Stadium,Seoul ,France,0.0,1.0,Senegal, ,62561.0,0.0,1.0,BUJSAIM Ali (UAE),ALTRAIFI Ali (KSA),RATTALINO Jorge (ARG),43950100.0,43950001.0,FRA,SEN,SEN,METSU Bruno (FRA),S,6,CISSE,C,Y51',Korea/Japan,Brazil,Germany,Turkey,Korea Republic,161,32,64,2.705.197
2002.0,01 Jun 2002 - 18:00 ,Group A,Munsu Football Stadium,Ulsan ,Uruguay,1.0,2.0,Denmark, ,30157.0,0.0,1.0,MANE Saad (KUW),HASSOUNEH Awni (JOR),DANTE Dramane (MLI),43950100.0,43950003.0,URU,DEN,DEN,OLSEN Morten (DEN),S,5,HEINTZE,C,Y34' O58',Korea/Japan,Brazil,Germany,Turkey,Korea Republic,161,32,64,2.705.197
2002.0,02 Jun 2002 - 14:30 ,Group F,Kashima Stadium,Ibaraki ,Argentina,1.0,0.0,Nigeria, ,34050.0,0.0,0.0,VEISSIERE Gilles (FRA),ARNAULT Frederic (FRA),MUELLER Heiner (GER),43950100.0,43950007.0,ARG,NGA,ARG,BIELSA Marcelo (ARG),S,11,VERON,C,O78',Korea/Japan,Brazil,Germany,Turkey,Korea Republic,161,32,64,2.705.197
2002.0,02 Jun 2002 - 16:30 ,Group B,Busan Asiad Main Stadium,Busan ,Paraguay,2.0,2.0,South Africa, ,25186.0,1.0,0.0,MICHEL Lubos (SVK),SRAMKA Igor (SVK),CHARLES Curtis (ATG),43950100.0,43950006.0,PAR,RSA,PAR,MALDINI Cesare (ITA),S,22,TAVARELLI,GK,Y90',Korea/Japan,Brazil,Germany,Turkey,Korea Republic,161,32,64,2.705.197
2002.0,02 Jun 2002 - 18:30 ,Group F,Saitama Stadium 2002,Saitama ,England,1.0,1.0,Sweden, ,52721.0,1.0,0.0,SIMON Carlos (BRA),OLIVEIRA Jorge (BRA),DUPANOV Yuri (BLR),43950100.0,43950005.0,ENG,SWE,ENG,Sven-G�ran ERIKSSON (SWE),S,7,BECKHAM,C,O63',Korea/Japan,Brazil,Germany,Turkey,Korea Republic,161,32,64,2.705.197
2002.0,02 Jun 2002 - 20:30 ,Group B,Gwangju World Cup Stadium,Gwangju ,Spain,3.0,1.0,Slovenia, ,28598.0,1.0,0.0,GUEZZAZ Mohammed (MAR),TOMUSANGE Ali (UGA),BEREUTER Egon (AUT),43950100.0,43950008.0,ESP,SVN,ESP,CAMACHO Jose Antonio (ESP),S,6,HIERRO,C,P87',Korea/Japan,Brazil,Germany,Turkey,Korea Republic,161,32,64,2.705.197
2002.0,03 Jun 2002 - 20:30 ,Group G,Sapporo Dome,Sapporo ,Italy,2.0,0.0,Ecuador, ,31081.0,2.0,0.0,HALL Brian (USA),VERGARA Hector (CAN),SHARP Philip (ENG),43950100.0,43950011.0,ITA,ECU,ECU,GOMEZ Hernan (COL),S,10,AGUINAGA,C,O46',Korea/Japan,Brazil,Germany,Turkey,Korea Republic,161,32,64,2.705.197
2002.0,03 Jun 2002 - 15:30 ,Group G,Niigata Stadium Big Swan,Niigata ,Croatia,0.0,1.0,Mexico, ,32239.0,0.0,0.0,JUN Lu (CHN),KOMALEESWARAN Sankar (IND),ADJENGUI Taoufik (TUN),43950100.0,43950009.0,CRO,MEX,CRO,JOZIC Mirko (CRO),S,9,SUKER,C,O64',Korea/Japan,Brazil,Germany,Turkey,Korea Republic,161,32,64,2.705.197
2002.0,04 June 2002 - 18:00 ,Group H,Saitama Stadium 2002,Saitama ,Japan,2.0,2.0,Belgium, ,55256.0,0.0,0.0,MATTUS William (CRC),KOLEIT Haidar (LIB),DUPANOV Yuri (BLR),43950100.0,43950013.0,JPN,BEL,JPN,TROUSSIER Philippe (FRA),S,4,MORIOKA,C,O71',Korea/Japan,Brazil,Germany,Turkey,Korea Republic,161,32,64,2.705.197
2002.0,04 June 2002 - 18:00 ,Group H,Saitama Stadium 2002,Saitama ,Japan,2.0,2.0,Belgium, ,55256.0,0.0,0.0,MATTUS William (CRC),KOLEIT Haidar (LIB),DUPANOV Yuri (BLR),43950100.0,43950013.0,JPN,BEL,BEL,WASEIGE Robert (BEL),S,7,WILMOTS,C,G57',Korea/Japan,Brazil,Germany,Turkey,Korea Republic,161,32,64,2.705.197
2002.0,05 Jun 2002 - 15:30 ,Group H,Kobe Wing Stadium,Kobe ,Russia,2.0,0.0,Tunisia, ,30957.0,0.0,0.0,PRENDERGAST Peter (JAM),RAGOONATH Michael (TRI),SMITH Paul (NZL),43950100.0,43950015.0,RUS,TUN,TUN,SOUAYAH Ammar (TUN),S,11,SELLIMI,C,O67',Korea/Japan,Brazil,Germany,Turkey,Korea Republic,161,32,64,2.705.197
2002.0,05 Jun 2002 - 18:00 ,Group D,Suwon World Cup Stadium,Suwon ,USA,3.0,2.0,Portugal, ,37306.0,3.0,1.0,MORENO Byron (ECU),FIERRO Bomer (ECU),HASSOUNEH Awni (JOR),43950100.0,43950016.0,USA,POR,USA,ARENA Bruce (USA),S,8,STEWART,C,O46',Korea/Japan,Brazil,Germany,Turkey,Korea Republic,161,32,64,2.705.197
2002.0,05 Jun 2002 - 20:30 ,Group E,Kashima Stadium,Ibaraki ,Germany,1.0,1.0,"rn"">Republic of Ireland", ,35854.0,1.0,0.0,NIELSEN Kim Milton (DEN),LARSEN Jens (DEN),AMLER Evzen (CZE),43950100.0,43950017.0,GER,IRL,IRL,MC CARTHY Mick (IRL),S,5,STAUNTON,C,O87',Korea/Japan,Brazil,Germany,Turkey,Korea Republic,161,32,64,2.705.197
2002.0,07 Jun 2002 - 15:30 ,Group F,Kobe Wing Stadium,Kobe ,Sweden,2.0,1.0,Nigeria, ,36194.0,1.0,1.0,ORTUBE Rene (BOL),GIACOMUZZI Miguel (PAR),AWANG HAMAT Mat Lazim (MAS),43950100.0,43950021.0,SWE,NGA,SWE,SODERBERG Tommy (SWE),S,4,MJALLBY,C,Y31',Korea/Japan,Brazil,Germany,Turkey,Korea Republic,161,32,64,2.705.197
2002.0,07 Jun 2002 - 20:30 ,Group F,Sapporo Dome,Sapporo ,Argentina,0.0,1.0,England, ,35927.0,0.0,1.0,COLLINA Pierluigi (ITA),VERGARA Hector (CAN),SAEED Mohamed (MDV),43950100.0,43950023.0,ARG,ENG,ENG,Sven-G�ran ERIKSSON (SWE),S,7,BECKHAM,C,P44',Korea/Japan,Brazil,Germany,Turkey,Korea Republic,161,32,64,2.705.197
2002.0,07 Jun 2002 - 20:30 ,Group F,Sapporo Dome,Sapporo ,Argentina,0.0,1.0,England, ,35927.0,0.0,1.0,COLLINA Pierluigi (ITA),VERGARA Hector (CAN),SAEED Mohamed (MDV),43950100.0,43950023.0,ARG,ENG,ARG,BIELSA Marcelo (ARG),S,11,VERON,C,O46',Korea/Japan,Brazil,Germany,Turkey,Korea Republic,161,32,64,2.705.197
2002.0,07 June 2002 - 18:00 ,Group B,Jeonju World Cup Stadium,Jeonju ,Spain,3.0,1.0,Paraguay, ,24000.0,0.0,1.0,EL GHANDOUR Gamal (EGY),FARAG Wagih (EGY),MUDZAMIRI Brighton (ZIM),43950100.0,43950022.0,ESP,PAR,ESP,CAMACHO Jose Antonio (ESP),S,6,HIERRO,C,P83',Korea/Japan,Brazil,Germany,Turkey,Korea Republic,161,32,64,2.705.197
2002.0,08 Jun 2002 - 15:30 ,Group B,Daegu World Cup Stadium,Daegu ,South Africa,1.0,0.0,Slovenia, ,47226.0,1.0,0.0,SANCHEZ Angel (ARG),RATTALINO Jorge (ARG),ALTRAIFI Ali (KSA),43950100.0,43950024.0,RSA,SVN,SVN,KATANEC Srecko (SVN),S,8,CEH A.,C,Y62',Korea/Japan,Brazil,Germany,Turkey,Korea Republic,161,32,64,2.705.197
2002.0,08 Jun 2002 - 15:30 ,Group B,Daegu World Cup Stadium,Daegu ,South Africa,1.0,0.0,Slovenia, ,47226.0,1.0,0.0,SANCHEZ Angel (ARG),RATTALINO Jorge (ARG),ALTRAIFI Ali (KSA),43950100.0,43950024.0,RSA,SVN,RSA,SONO Jomo (RSA),S,19,RADEBE,C,Y12',Korea/Japan,Brazil,Germany,Turkey,Korea Republic,161,32,64,2.705.197
2002.0,08 Jun 2002 - 20:30 ,Group C,Jeju World Cup Stadium,Jeju ,Brazil,4.0,0.0,China PR, ,36750.0,3.0,0.0,FRISK Anders (SWE),LINDBERG Leif (SWE),FIERRO Bomer (ECU),43950100.0,43950026.0,BRA,CHN,CHN,MILUTINOVIC Bora (YUG),S,9,M Y MA,C,O62',Korea/Japan,Brazil,Germany,Turkey,Korea Republic,161,32,64,2.705.197
2002.0,09 Jun 2002 - 18:00 ,Group C,Incheon Football Stadium,Incheon ,Costa Rica,1.0,1.0,Turkey, ,42299.0,0.0,0.0,CODJIA Coffi (BEN),DANTE Dramane (MLI),MUDZAMIRI Brighton (ZIM),43950100.0,43950028.0,CRC,TUR,TUR,GUNES Senol (TUR),S,9,HAKAN SUKUR,C,O75',Korea/Japan,Brazil,Germany,Turkey,Korea Republic,161,32,64,2.705.197
2002.0,09 Jun 2002 - 20:30 ,Group H,International Stadium Yokohama,Yokohama ,Japan,1.0,0.0,Russia, ,66108.0,0.0,0.0,MERK Markus (GER),MUELLER Heiner (GER),AMLER Evzen (CZE),43950100.0,43950029.0,JPN,RUS,JPN,TROUSSIER Philippe (FRA),S,17,MIYAMOTO,C,Y15',Korea/Japan,Brazil,Germany,Turkey,Korea Republic,161,32,64,2.705.197
2002.0,09 Jun 2002 - 15:30 ,Group G,Miyagi Stadium,Rifu ,Mexico,2.0,1.0,Ecuador, ,45610.0,1.0,1.0,DAAMI Mourad (TUN),ADJENGUI Taoufik (TUN),KOLEIT Haidar (LIB),43950100.0,43950027.0,MEX,ECU,ECU,GOMEZ Hernan (COL),S,1,CEVALLOS,GK,Y27',Korea/Japan,Brazil,Germany,Turkey,Korea Republic,161,32,64,2.705.197
2002.0,10 Jun 2002 - 15:30 ,Group D,Daegu World Cup Stadium,Daegu ,Korea Republic,1.0,1.0,USA, ,60778.0,0.0,1.0,MEIER Urs (SUI),BEREUTER Egon (AUT),TOMUSANGE Ali (UGA),43950100.0,43950030.0,KOR,USA,KOR,HIDDINK Guus (NED),S,20,M B HONG,C,Y80',Korea/Japan,Brazil,Germany,Turkey,Korea Republic,161,32,64,2.705.197
2002.0,10 Jun 2002 - 18:00 ,Group H,Oita Stadium Big Eye,Oita ,Tunisia,1.0,1.0,Belgium, ,39700.0,1.0,1.0,SHIELD Mark (AUS),SMITH Paul (NZL),KOMALEESWARAN Sankar (IND),43950100.0,43950031.0,TUN,BEL,BEL,WASEIGE Robert (BEL),S,7,WILMOTS,C,G13',Korea/Japan,Brazil,Germany,Turkey,Korea Republic,161,32,64,2.705.197
2002.0,11 June 2002 - 15:30 ,Group A,Suwon World Cup Stadium,Suwon ,Senegal,3.0,3.0,Uruguay, ,33681.0,3.0,0.0,WEGEREEF Jan (NED),POOL Jaap (NED),SZEKELY Ferenc (HUN),43950100.0,43950034.0,SEN,URU,URU,PUA Victor (URU),S,1,F.CARINI,GK,Y19',Korea/Japan,Brazil,Germany,Turkey,Korea Republic,161,32,64,2.705.197
2002.0,11 June 2002 - 15:30 ,Group A,Suwon World Cup Stadium,Suwon ,Senegal,3.0,3.0,Uruguay, ,33681.0,3.0,0.0,WEGEREEF Jan (NED),POOL Jaap (NED),SZEKELY Ferenc (HUN),43950100.0,43950034.0,SEN,URU,URU,PUA Victor (URU),S,4,P.MONTERO,C,Y82',Korea/Japan,Brazil,Germany,Turkey,Korea Republic,161,32,64,2.705.197
2002.0,11 Jun 2002 - 20:30 ,Group E,International Stadium Yokohama,Yokohama ,Saudi Arabia,0.0,3.0,"rn"">Republic of Ireland", ,65320.0,0.0,1.0,NDOYE Falla (SEN),WIERZBOWSKI Maciej (POL),ARNAULT Frederic (FRA),43950100.0,43950036.0,KSA,IRL,IRL,MC CARTHY Mick (IRL),S,5,STAUNTON,C,Y70',Korea/Japan,Brazil,Germany,Turkey,Korea Republic,161,32,64,2.705.197
2002.0,11 Jun 2002 - 20:30 ,Group E,Shizuoka Stadium Ecopa,Shizuoka ,Cameroon,0.0,2.0,Germany, ,47085.0,0.0,0.0,LOPEZ NIETO Antonio (ESP),SAEED Mohamed (MDV),OLIVEIRA Jorge (BRA),43950100.0,43950035.0,CMR,GER,GER,VOELLER Rudi (GER),S,1,KAHN,GKC,Y42',Korea/Japan,Brazil,Germany,Turkey,Korea Republic,161,32,64,2.705.197
2002.0,11 Jun 2002 - 20:30 ,Group E,Shizuoka Stadium Ecopa,Shizuoka ,Cameroon,0.0,2.0,Germany, ,47085.0,0.0,0.0,LOPEZ NIETO Antonio (ESP),SAEED Mohamed (MDV),OLIVEIRA Jorge (BRA),43950100.0,43950035.0,CMR,GER,CMR,SCHAEFER Winni (GER),S,4,SONG,C,Y42',Korea/Japan,Brazil,Germany,Turkey,Korea Republic,161,32,64,2.705.197
2002.0,12 Jun 2002 - 15:30 ,Group F,Miyagi Stadium,Rifu ,Sweden,1.0,1.0,Argentina, ,45777.0,0.0,0.0,BUJSAIM Ali (UAE),MUELLER Heiner (GER),RAGOONATH Michael (TRI),43950100.0,43950037.0,SWE,ARG,ARG,BIELSA Marcelo (ARG),S,9,BATISTUTA,C,O58',Korea/Japan,Brazil,Germany,Turkey,Korea Republic,161,32,64,2.705.197
2002.0,12 Jun 2002 - 20:30 ,Group B,Daejeon World Cup Stadium,Daejeon ,South Africa,2.0,3.0,Spain, ,31024.0,1.0,2.0,MANE Saad (KUW),RATTALINO Jorge (ARG),HASSOUNEH Awni (JOR),43950100.0,43950039.0,RSA,ESP,RSA,SONO Jomo (RSA),S,19,RADEBE,C,G53' O80',Korea/Japan,Brazil,Germany,Turkey,Korea Republic,161,32,64,2.705.197
2002.0,13 Jun 2002 - 15:30 ,Group C,Suwon World Cup Stadium,Suwon ,Costa Rica,2.0,5.0,Brazil, ,38524.0,1.0,3.0,EL GHANDOUR Gamal (EGY),FARAG Wagih (EGY),BEREUTER Egon (AUT),43950100.0,43950041.0,CRC,BRA,BRA,SCOLARI Luiz Felipe (BRA),S,2,CAFU,C,Y90',Korea/Japan,Brazil,Germany,Turkey,Korea Republic,161,32,64,2.705.197
2002.0,13 Jun 2002 - 15:30 ,Group C,Seoul World Cup Stadium,Seoul ,Turkey,3.0,0.0,China PR, ,43605.0,2.0,0.0,RUIZ Oscar (COL),TOMUSANGE Ali (UGA),CHARLES Curtis (ATG),43950100.0,43950042.0,TUR,CHN,TUR,GUNES Senol (TUR),S,1,RUSTU ,GK,O35',Korea/Japan,Brazil,Germany,Turkey,Korea Republic,161,32,64,2.705.197
2002.0,13 Jun 2002 - 15:30 ,Group C,Seoul World Cup Stadium,Seoul ,Turkey,3.0,0.0,China PR, ,43605.0,2.0,0.0,RUIZ Oscar (COL),TOMUSANGE Ali (UGA),CHARLES Curtis (ATG),43950100.0,43950042.0,TUR,CHN,TUR,GUNES Senol (TUR),N,12,OMER,GK,I35',Korea/Japan,Brazil,Germany,Turkey,Korea Republic,161,32,64,2.705.197
2002.0,13 Jun 2002 - 20:30 ,Group G,Oita Stadium Big Eye,Oita ,Mexico,1.0,1.0,Italy, ,39291.0,1.0,0.0,SIMON Carlos (BRA),OLIVEIRA Jorge (BRA),AWANG HAMAT Mat Lazim (MAS),43950100.0,43950043.0,MEX,ITA,MEX,Javier AGUIRRE (MEX),S,1,O. PEREZ,GK,Y84',Korea/Japan,Brazil,Germany,Turkey,Korea Republic,161,32,64,2.705.197
2002.0,14 Jun 2002 - 15:30 ,Group H,Osaka Nagai Stadium,Osaka ,Tunisia,0.0,2.0,Japan, ,45213.0,0.0,0.0,VEISSIERE Gilles (FRA),ARNAULT Frederic (FRA),KOLEIT Haidar (LIB),43950100.0,43950045.0,TUN,JPN,TUN,SOUAYAH Ammar (TUN),S,2,BADRA,C,Y81',Korea/Japan,Brazil,Germany,Turkey,Korea Republic,161,32,64,2.705.197
2002.0,14 Jun 2002 - 20:30 ,Group D,Daejeon World Cup Stadium,Daejeon ,Poland,3.0,1.0,USA, ,26482.0,2.0,0.0,LU Jun (CHN),FIERRO Bomer (ECU),POOL Jaap (NED),43950100.0,43950048.0,POL,USA,POL,ENGEL Jerzy (POL),S,12,MAJDAN,GK,Y44',Korea/Japan,Brazil,Germany,Turkey,Korea Republic,161,32,64,2.705.197
2002.0,14 Jun 2002 - 15:30 ,Group H,Shizuoka Stadium Ecopa,Shizuoka ,Belgium,3.0,2.0,Russia, ,46640.0,1.0,0.0,NIELSEN Kim Milton (DEN),SHARP Philip (ENG),KOMALEESWARAN Sankar (IND),43950100.0,43950046.0,BEL,RUS,BEL,WASEIGE Robert (BEL),S,7,WILMOTS,C,G82',Korea/Japan,Brazil,Germany,Turkey,Korea Republic,161,32,64,2.705.197
2002.0,16 Jun 2002 - 20:30 ,Round of 16,Suwon World Cup Stadium,Suwon ,Spain,1.0,1.0,"rn"">Republic of Ireland",Spain win on penalties (3 - 2) ,38926.0,0.0,0.0,FRISK Anders (SWE),LINDBERG Leif (SWE),SRAMKA Igor (SVK),43950200.0,43950052.0,ESP,IRL,IRL,MC CARTHY Mick (IRL),S,5,STAUNTON,C,O50',Korea/Japan,Brazil,Germany,Turkey,Korea Republic,161,32,64,2.705.197
2002.0,16 Jun 2002 - 20:30 ,Round of 16,Suwon World Cup Stadium,Suwon ,Spain,1.0,1.0,"rn"">Republic of Ireland",Spain win on penalties (3 - 2) ,38926.0,0.0,0.0,FRISK Anders (SWE),LINDBERG Leif (SWE),SRAMKA Igor (SVK),43950200.0,43950052.0,ESP,IRL,ESP,CAMACHO Jose Antonio (ESP),S,6,HIERRO,C,Y89',Korea/Japan,Brazil,Germany,Turkey,Korea Republic,161,32,64,2.705.197
2002.0,17 June 2002 - 15:30 ,Round of 16,Jeonju World Cup Stadium,Jeonju ,Mexico,0.0,2.0,USA, ,36380.0,0.0,1.0,MELO PEREIRA Vitor (POR),MATOS Carlos (POR),BEREUTER Egon (AUT),43950200.0,43950053.0,MEX,USA,USA,ARENA Bruce (USA),S,1,FRIEDEL,GK,Y83',Korea/Japan,Brazil,Germany,Turkey,Korea Republic,161,32,64,2.705.197
